URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/additional-instruction-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.95",SNOMEDCTAdditionalDosageInstructions,SNOMED CT Additional Dosage Instructions,"This value set includes all SNOMED CT Additional Dosage Instructions.","StructureDefinition/fr-medication-history-medicationstatement,StructureDefinition/fr-current-medication-medicationstatement,StructureDefinition/fr-medication-reconciliation-statement,StructureDefinition/fr-inpatient-medicationrequest","SCT"
http://hl7.org/fhir/ValueSet/administration-method-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.97",SNOMEDCTAdministrationMethodCodes,SNOMED CT Administration Method Codes,"This value set includes some method codes from SNOMED CT - provided as an exemplar","StructureDefinition/fr-medication-history-medicationstatement,StructureDefinition/fr-current-medication-medicationstatement,StructureDefinition/fr-medication-reconciliation-statement","SCT"
http://hl7.org/fhir/ValueSet/approach-site-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.346",SNOMEDCTAnatomicalStructureForAdministrationSiteCodes,SNOMED CT Anatomical Structure for Administration Site Codes,"This value set includes Anatomical Structure codes from SNOMED CT - provided as an exemplar.","StructureDefinition/fr-medication-history-medicationstatement,StructureDefinition/fr-current-medication-medicationstatement,StructureDefinition/fr-medication-reconciliation-statement,StructureDefinition/fr-inpatient-medicationrequest","SCT"
http://hl7.org/fhir/ValueSet/common-tags,4.0.1,draft,"2.16.840.1.113883.4.642.3.79",CommonTags,Common Tags,"Common Tag Codes defined by FHIR project","StructureDefinition/fr-medication-history-medicationstatement,StructureDefinition/fr-medication,StructureDefinition/fr-medication-reconciliation-statement","THO"
http://hl7.org/fhir/ValueSet/composition-attestation-mode,4.0.1,draft,"2.16.840.1.113883.4.642.3.238",CompositionAttestationMode,CompositionAttestationMode,"The way in which a person authenticated a composition.","StructureDefinition/fr-current-medication-composition,StructureDefinition/fr-medication-reconciliation-composition,StructureDefinition/fr-medication-history-composition,StructureDefinition/fr-on-admission-retroactive-reconciliation-composition,StructureDefinition/fr-on-admission-medication-composition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/composition-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.241",CompositionStatus,CompositionStatus,"The workflow/clinical status of the composition.","StructureDefinition/fr-current-medication-composition,StructureDefinition/fr-medication-reconciliation-composition,StructureDefinition/fr-medication-history-composition,StructureDefinition/fr-on-admission-retroactive-reconciliation-composition,StructureDefinition/fr-on-admission-medication-composition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/condition-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.161",Condition/Problem/DiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/fr-medication-history-medicationstatement,StructureDefinition/fr-inpatient-medicationrequest-2,StructureDefinition/fr-current-medication-medicationstatement,StructureDefinition/fr-medication-reconciliation-statement,StructureDefinition/fr-inpatient-medicationrequest","SCT"
http://hl7.org/fhir/ValueSet/doc-section-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.237",DocumentSectionCodes,Document Section Codes,"Document section codes (LOINC codes used in CCDA sections).","StructureDefinition/fr-current-medication-composition,StructureDefinition/fr-medication-reconciliation-composition,StructureDefinition/fr-medication-history-composition,StructureDefinition/fr-on-admission-retroactive-reconciliation-composition,StructureDefinition/fr-on-admission-medication-composition","LOINC"
http://hl7.org/fhir/ValueSet/doc-typecodes,4.0.1,draft,"2.16.840.1.113883.4.642.3.240",FHIRDocumentTypeCodes,FHIR Document Type Codes,"FHIR Document Codes - all LOINC codes where scale type = 'DOC'.","StructureDefinition/fr-medication-history-composition","LOINC"
http://hl7.org/fhir/ValueSet/document-classcodes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.46",DocumentClassValueSet,Document Class Value Set,"This is the code specifying the high-level kind of document (e.g. Prescription, Discharge Summary, Report, etc.). Note: Class code for documents comes from LOINC, and is based upon one of the following:The type of service described by the document. It is described at a very high level in Section 7.3 of the LOINC Manual. The type study performed. It was determined by identifying modalities for study reports. The section of the chart where the document is placed. It was determined from the SETs created for Claims Attachment requests.","StructureDefinition/fr-current-medication-composition,StructureDefinition/fr-medication-reconciliation-composition,StructureDefinition/fr-medication-history-composition,StructureDefinition/fr-on-admission-retroactive-reconciliation-composition,StructureDefinition/fr-on-admission-medication-composition","LOINC"
http://hl7.org/fhir/ValueSet/document-relationship-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.244",DocumentRelationshipType,DocumentRelationshipType,"The type of relationship between documents.","StructureDefinition/fr-current-medication-composition,StructureDefinition/fr-medication-reconciliation-composition,StructureDefinition/fr-medication-history-composition,StructureDefinition/fr-on-admission-retroactive-reconciliation-composition,StructureDefinition/fr-on-admission-medication-composition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/dose-rate-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.981",DoseAndRateType,DoseAndRateType,"The kind of dose or rate specified.","StructureDefinition/fr-medication-history-medicationstatement,StructureDefinition/fr-current-medication-medicationstatement,StructureDefinition/fr-medication-reconciliation-statement,StructureDefinition/fr-inpatient-medicationrequest","THO"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/fr-medication-ucd-part,StructureDefinition/fr-medication-compound,StructureDefinition/fr-medication-history-medicationstatement,StructureDefinition/fr-inpatient-medicationrequest-2,StructureDefinition/fr-medication-reconciliation-composition,StructureDefinition/fr-current-medication-medicationstatement,StructureDefinition/fr-medication-ucd,StructureDefinition/fr-on-admission-retroactive-reconciliation-composition,StructureDefinition/fr-inpatient-medicationrequest,StructureDefinition/fr-medication-nonproprietary-name,StructureDefinition/fr-current-medication-composition,StructureDefinition/fr-medication-2-unique,StructureDefinition/fr-medication-noncompound,StructureDefinition/fr-medication,StructureDefinition/fr-medication-history-composition,StructureDefinition/fr-on-admission-medication-composition,StructureDefinition/fr-medication-reconciliation-statement,StructureDefinition/fr-inpatient-medication-dispense","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/list-empty-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.322",ListEmptyReasons,List Empty Reasons,"General reasons for a list to be empty. Reasons are either related to a summary list (i.e. problem or medication list) or to a workflow related list (i.e. consultation list).","StructureDefinition/fr-current-medication-composition,StructureDefinition/fr-medication-reconciliation-composition,StructureDefinition/fr-medication-history-composition,StructureDefinition/fr-on-admission-retroactive-reconciliation-composition,StructureDefinition/fr-on-admission-medication-composition","THO"
http://hl7.org/fhir/ValueSet/list-mode,4.0.1,draft,"2.16.840.1.113883.4.642.3.318",ListMode,ListMode,"The processing mode that applies to this list.","StructureDefinition/fr-current-medication-composition,StructureDefinition/fr-medication-reconciliation-composition,StructureDefinition/fr-medication-history-composition,StructureDefinition/fr-on-admission-retroactive-reconciliation-composition,StructureDefinition/fr-on-admission-medication-composition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/list-order,4.0.1,draft,"2.16.840.1.113883.4.642.3.324",ListOrderCodes,List Order Codes,"Base values for the order of the items in a list resource.","StructureDefinition/fr-current-medication-composition,StructureDefinition/fr-medication-reconciliation-composition,StructureDefinition/fr-medication-history-composition,StructureDefinition/fr-on-admission-retroactive-reconciliation-composition,StructureDefinition/fr-on-admission-medication-composition","THO"
http://hl7.org/fhir/ValueSet/medication-as-needed-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.96",SNOMEDCTMedicationAsNeededReasonCodes,SNOMED CT Medication As Needed Reason Codes,"This value set includes all clinical findings from SNOMED CT - provided as an exemplar value set.","StructureDefinition/fr-medication-history-medicationstatement,StructureDefinition/fr-current-medication-medicationstatement,StructureDefinition/fr-medication-reconciliation-statement,StructureDefinition/fr-inpatient-medicationrequest","SCT"
http://hl7.org/fhir/ValueSet/medication-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.375",SNOMEDCTMedicationCodes,SNOMED CT Medication Codes,"This value set includes all drug or medicament substance codes and all pharmaceutical/biologic products from SNOMED CT - provided as an exemplar value set.","StructureDefinition/fr-medication-ucd-part,StructureDefinition/fr-medication-compound,StructureDefinition/fr-inpatient-medicationrequest-2,StructureDefinition/fr-medication-2-unique,StructureDefinition/fr-medication-noncompound,StructureDefinition/fr-medication,StructureDefinition/fr-inpatient-medication-dispense","SCT"
http://hl7.org/fhir/ValueSet/medication-form-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.374",SNOMEDCTFormCodes,SNOMED CT Form Codes,"This value set includes all dose form codes from SNOMED CT - provided as an exemplar.","StructureDefinition/fr-medication-2-unique,StructureDefinition/fr-medication","SCT"
http://hl7.org/fhir/ValueSet/medication-ingredientstrength,0.1.0,draft,"2.16.840.1.113883.4.642.3.1426",MedicationIngredientStrengthCodes,,"Medication Ingredient Strength Codes","StructureDefinition/fr-strength-codeableconcept","Internal"
http://hl7.org/fhir/ValueSet/medication-statement-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.370",Medication usage category codes,Medication usage category codes,"Medication Status Codes","StructureDefinition/fr-medication-history-medicationstatement,StructureDefinition/fr-current-medication-medicationstatement,StructureDefinition/fr-medication-reconciliation-statement","THO"
http://hl7.org/fhir/ValueSet/medication-statement-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.367",Medication Status Codes,Medication  status  codes,"Medication Status Codes","StructureDefinition/fr-medication-history-medicationstatement,StructureDefinition/fr-current-medication-medicationstatement,StructureDefinition/fr-medication-reconciliation-statement","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/medication-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.376",Medication Status Codes,Medication  status  codes,"Medication Status Codes","StructureDefinition/fr-medication-nonproprietary-name,StructureDefinition/fr-medication-ucd-part,StructureDefinition/fr-medication-compound,StructureDefinition/fr-medication-2-unique,StructureDefinition/fr-medication-noncompound,StructureDefinition/fr-medication,StructureDefinition/fr-medication-ucd","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/medicationdispense-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.1314",MedicationDispense Category Codes,Medication dispense  category  codes,"MedicationDispense Category Codes","StructureDefinition/fr-inpatient-medication-dispense","THO"
http://hl7.org/fhir/ValueSet/medicationdispense-performer-function,4.0.1,draft,"2.16.840.1.113883.4.642.3.1318",MedicationDispense Performer Function Codes,Medication dispense  performer  function  codes,"MedicationDispense Performer Function Codes","StructureDefinition/fr-inpatient-medication-dispense","THO"
http://hl7.org/fhir/ValueSet/medicationdispense-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.1312",MedicationDispense Status Codes,Medication dispense  status  codes,"MedicationDispense Status Codes","StructureDefinition/fr-inpatient-medication-dispense","THO"
http://hl7.org/fhir/ValueSet/medicationdispense-status-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.1316",MedicationDispense Status Reason Codes,Medication dispense  status  reason  codes,"MedicationDispense Status Codes","StructureDefinition/fr-inpatient-medication-dispense","THO"
http://hl7.org/fhir/ValueSet/medicationknowledge-characteristic,4.0.1,draft,"2.16.840.1.113883.4.642.3.1337",medicationKnowledge Characteristic Codes,Medication knowledge  characteristic  codes,"MedicationKnowledge Characteristic Codes","StructureDefinition/fr-drug-characteristic","THO"
http://hl7.org/fhir/ValueSet/medicationrequest-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.1322",medicationRequest Category Codes,Medication request  category  codes,"MedicationRequest Category Codes","StructureDefinition/fr-inpatient-medicationrequest-2,StructureDefinition/fr-inpatient-medicationrequest","THO"
http://hl7.org/fhir/ValueSet/medicationrequest-course-of-therapy,4.0.1,draft,"2.16.840.1.113883.4.642.3.1326",medicationRequest Course of Therapy Codes,Medication request  course of  therapy  codes,"MedicationRequest Course of Therapy Codes","StructureDefinition/fr-inpatient-medicationrequest-2,StructureDefinition/fr-inpatient-medicationrequest","THO"
http://hl7.org/fhir/ValueSet/medicationrequest-intent,4.0.1,draft,"2.16.840.1.113883.4.642.3.1321",medicationRequest Intent,Medication request  intent,"MedicationRequest Intent Codes","StructureDefinition/fr-inpatient-medicationrequest-2,StructureDefinition/fr-inpatient-medicationrequest","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/medicationrequest-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.1320",medicationrequest Status,Medicationrequest  status,"MedicationRequest Status Codes","StructureDefinition/fr-inpatient-medicationrequest-2,StructureDefinition/fr-inpatient-medicationrequest","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/medicationrequest-status-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.1324",medicationRequest Status Reason Codes,Medication request  status  reason  codes,"MedicationRequest Status Reason Codes","StructureDefinition/fr-inpatient-medicationrequest-2,StructureDefinition/fr-inpatient-medicationrequest","THO"
http://hl7.org/fhir/ValueSet/performer-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.433",ProcedurePerformerRoleCodes,Procedure Performer Role Codes,"This example value set defines the set of codes that can be used to indicate a role of a procedure performer.","StructureDefinition/fr-inpatient-medicationrequest-2,StructureDefinition/fr-inpatient-medicationrequest","SCT"
http://hl7.org/fhir/ValueSet/quantity-comparator,4.0.1,active,"2.16.840.1.113883.4.642.3.59",QuantityComparator,QuantityComparator,"How the Quantity should be understood and represented.","StructureDefinition/FrSimpleQuantityUcum,StructureDefinition/fr-inpatient-medicationrequest","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/reason-medication-status-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.369",SNOMEDCTDrugTherapyStatusCodes,SNOMED CT Drug Therapy Status codes ,"This value set includes some taken and not taken reason codes from SNOMED CT - provided as an exemplar","StructureDefinition/fr-medication-history-medicationstatement,StructureDefinition/fr-current-medication-medicationstatement,StructureDefinition/fr-medication-reconciliation-statement","SCT"
http://hl7.org/fhir/ValueSet/request-priority,4.0.1,draft,"2.16.840.1.113883.4.642.3.115",RequestPriority,Request priority,"The clinical priority of a diagnostic order.","StructureDefinition/fr-inpatient-medicationrequest-2,StructureDefinition/fr-inpatient-medicationrequest","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/resource-types,4.0.1,active,"2.16.840.1.113883.4.642.3.27",ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","StructureDefinition/fr-medication-history-medicationstatement,StructureDefinition/fr-current-medication-composition,StructureDefinition/fr-medication-reconciliation-composition,StructureDefinition/fr-current-medication-medicationstatement,StructureDefinition/fr-medication-history-composition,StructureDefinition/fr-on-admission-retroactive-reconciliation-composition,StructureDefinition/fr-medication-reconciliation-statement,StructureDefinition/fr-on-admission-medication-composition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/route-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.98",SNOMEDCTRouteCodes,SNOMED CT Route Codes,"This value set includes all Route codes from SNOMED CT - provided as an exemplar.","StructureDefinition/fr-medication-history-medicationstatement,StructureDefinition/fr-current-medication-medicationstatement,StructureDefinition/fr-medication-reconciliation-statement","SCT"
http://hl7.org/fhir/ValueSet/security-labels,4.0.1,active,"2.16.840.1.113883.4.642.3.47",All Security Labels,SecurityLabels,"A single value set for all security labels defined by FHIR.","StructureDefinition/fr-medication-history-medicationstatement,StructureDefinition/fr-medication,StructureDefinition/fr-medication-reconciliation-statement",
http://terminology.hl7.org/ValueSet/v3-ActCode,3.0.0,active,,ActCode,v3 Code System ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.  Constraints:  The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems.  The coding system will depend on the class of Act, such as LOINC for observations, etc. Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure. Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","StructureDefinition/fr-current-medication-composition,StructureDefinition/fr-medication-reconciliation-composition,StructureDefinition/fr-medication-history-composition,StructureDefinition/fr-on-admission-retroactive-reconciliation-composition,StructureDefinition/fr-on-admission-medication-composition","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActPharmacySupplyType,3.0.0,active,"2.16.840.1.113883.1.11.16208",ActPharmacySupplyType,ActPharmacySupplyType,"Identifies types of dispensing events","StructureDefinition/fr-inpatient-medication-dispense","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActSubstanceAdminSubstitutionCode,3.0.0,active,"2.16.840.1.113883.1.11.16621",ActSubstanceAdminSubstitutionCode,ActSubstanceAdminSubstitutionCode,"***No description***","StructureDefinition/fr-inpatient-medicationrequest-2,StructureDefinition/fr-inpatient-medication-dispense,StructureDefinition/fr-inpatient-medicationrequest","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ConfidentialityClassification,2014-03-26,active,"2.16.840.1.113883.1.11.10228",v3.ConfidentialityClassification,V3 Value SetConfidentialityClassification," Set of codes used to value Act.Confidentiality and Role.Confidentiality attribute in accordance with the definition for concept domain ""Confidentiality"".","StructureDefinition/fr-current-medication-composition,StructureDefinition/fr-medication-reconciliation-composition,StructureDefinition/fr-medication-history-composition,StructureDefinition/fr-on-admission-retroactive-reconciliation-composition,StructureDefinition/fr-on-admission-medication-composition","THO (V3)"
